<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si;1;30/01/15;10:01:00;69920.0000000;69940.0000000;69153.0000000;69719.0000000;31784
SPFB.Si;1;30/01/15;10:02:00;69719.0000000;69814.0000000;69675.0000000;69761.0000000;10793
SPFB.Si;1;30/01/15;10:03:00;69762.0000000;69800.0000000;69671.0000000;69728.0000000;5510
SPFB.Si;1;30/01/15;10:04:00;69732.0000000;69857.0000000;69716.0000000;69849.0000000;12130
SPFB.Si;1;30/01/15;10:05:00;69850.0000000;69982.0000000;69811.0000000;69982.0000000;13200
SPFB.Si;1;30/01/15;10:06:00;69982.0000000;70097.0000000;69891.0000000;70046.0000000;13644
SPFB.Si;1;30/01/15;10:07:00;70052.0000000;70309.0000000;70052.0000000;70270.0000000;19486
SPFB.Si;1;30/01/15;10:08:00;70273.0000000;70348.0000000;70162.0000000;70247.0000000;13068
SPFB.Si;1;30/01/15;10:09:00;70241.0000000;70284.0000000;70156.0000000;70214.0000000;7575
SPFB.Si;1;30/01/15;10:10:00;70218.0000000;70237.0000000;70163.0000000;70198.0000000;8892
SPFB.Si;1;30/01/15;10:11:00;70202.0000000;70219.0000000;70135.0000000;70166.0000000;6354
SPFB.Si;1;30/01/15;10:12:00;70167.0000000;70262.0000000;70123.0000000;70180.0000000;10060
SPFB.Si;1;30/01/15;10:13:00;70182.0000000;70276.0000000;70174.0000000;70275.0000000;5415
SPFB.Si;1;30/01/15;10:14:00;70276.0000000;70335.0000000;70217.0000000;70221.0000000;10499
SPFB.Si;1;30/01/15;10:15:00;70225.0000000;70260.0000000;70201.0000000;70251.0000000;3821
SPFB.Si;1;30/01/15;10:16:00;70254.0000000;70290.0000000;70196.0000000;70276.0000000;10108
SPFB.Si;1;30/01/15;10:17:00;70273.0000000;70278.0000000;70191.0000000;70194.0000000;4823
SPFB.Si;1;30/01/15;10:18:00;70192.0000000;70206.0000000;70055.0000000;70114.0000000;9897
SPFB.Si;1;30/01/15;10:19:00;70114.0000000;70200.0000000;70093.0000000;70200.0000000;4922
SPFB.Si;1;30/01/15;10:20:00;70200.0000000;70230.0000000;70121.0000000;70172.0000000;4118
SPFB.Si;1;30/01/15;10:21:00;70173.0000000;70200.0000000;70127.0000000;70180.0000000;4497
SPFB.Si;1;30/01/15;10:22:00;70179.0000000;70206.0000000;70175.0000000;70201.0000000;3495
SPFB.Si;1;30/01/15;10:23:00;70197.0000000;70220.0000000;70184.0000000;70199.0000000;3292
SPFB.Si;1;30/01/15;10:24:00;70192.0000000;70207.0000000;70176.0000000;70207.0000000;1098
SPFB.Si;1;30/01/15;10:25:00;70201.0000000;70251.0000000;70170.0000000;70175.0000000;7592
SPFB.Si;1;30/01/15;10:26:00;70175.0000000;70214.0000000;70098.0000000;70206.0000000;7323
SPFB.Si;1;30/01/15;10:27:00;70207.0000000;70219.0000000;70169.0000000;70179.0000000;1923
