<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si;1;11/12/14;10:01:00;56802.0000000;56802.0000000;56555.0000000;56751.0000000;3402
SPFB.Si;1;11/12/14;10:02:00;56749.0000000;56770.0000000;56660.0000000;56713.0000000;1033
SPFB.Si;1;11/12/14;10:03:00;56711.0000000;56738.0000000;56701.0000000;56701.0000000;415
SPFB.Si;1;11/12/14;10:04:00;56701.0000000;56701.0000000;56627.0000000;56627.0000000;640
SPFB.Si;1;11/12/14;10:05:00;56624.0000000;56661.0000000;56574.0000000;56626.0000000;1442
SPFB.Si;1;11/12/14;10:06:00;56621.0000000;56646.0000000;56607.0000000;56646.0000000;921
SPFB.Si;1;11/12/14;10:07:00;56638.0000000;56668.0000000;56633.0000000;56668.0000000;820
SPFB.Si;1;11/12/14;10:08:00;56666.0000000;56702.0000000;56651.0000000;56691.0000000;1081
SPFB.Si;1;11/12/14;10:09:00;56691.0000000;56699.0000000;56657.0000000;56663.0000000;591
SPFB.Si;1;11/12/14;10:10:00;56664.0000000;56671.0000000;56650.0000000;56650.0000000;312
SPFB.Si;1;11/12/14;10:11:00;56646.0000000;56660.0000000;56645.0000000;56652.0000000;402
SPFB.Si;1;11/12/14;10:12:00;56652.0000000;56658.0000000;56645.0000000;56650.0000000;709
SPFB.Si;1;11/12/14;10:13:00;56647.0000000;56650.0000000;56624.0000000;56634.0000000;268
SPFB.Si;1;11/12/14;10:14:00;56631.0000000;56655.0000000;56606.0000000;56655.0000000;257
SPFB.Si;1;11/12/14;10:15:00;56655.0000000;56700.0000000;56638.0000000;56638.0000000;1756
SPFB.Si;1;11/12/14;10:16:00;56638.0000000;56656.0000000;56631.0000000;56655.0000000;456
SPFB.Si;1;11/12/14;10:17:00;56648.0000000;56662.0000000;56648.0000000;56658.0000000;558
SPFB.Si;1;11/12/14;10:18:00;56658.0000000;56678.0000000;56657.0000000;56678.0000000;144
SPFB.Si;1;11/12/14;10:19:00;56685.0000000;56685.0000000;56667.0000000;56679.0000000;223
SPFB.Si;1;11/12/14;10:20:00;56672.0000000;56672.0000000;56668.0000000;56668.0000000;35
SPFB.Si;1;11/12/14;10:21:00;56668.0000000;56677.0000000;56656.0000000;56677.0000000;97
SPFB.Si;1;11/12/14;10:22:00;56679.0000000;56679.0000000;56651.0000000;56655.0000000;473
SPFB.Si;1;11/12/14;10:23:00;56658.0000000;56658.0000000;56627.0000000;56632.0000000;442
SPFB.Si;1;11/12/14;10:24:00;56627.0000000;56650.0000000;56623.0000000;56641.0000000;220
SPFB.Si;1;11/12/14;10:25:00;56649.0000000;56652.0000000;56646.0000000;56647.0000000;117
SPFB.Si;1;11/12/14;10:26:00;56648.0000000;56650.0000000;56647.0000000;56649.0000000;137
SPFB.Si;1;11/12/14;10:27:00;56649.0000000;56650.0000000;56646.0000000;56650.0000000;186
SPFB.Si;1;11/12/14;10:28:00;56650.0000000;56663.0000000;56650.0000000;56657.0000000;89
SPFB.Si;1;11/12/14;10:29:00;56651.0000000;56656.0000000;56644.0000000;56654.0000000;348
SPFB.Si;1;11/12/14;10:30:00;56661.0000000;56661.0000000;56652.0000000;56652.0000000;40
SPFB.Si;1;11/12/14;10:31:00;56651.0000000;56670.0000000;56651.0000000;56670.0000000;265
SPFB.Si;1;11/12/14;10:32:00;56669.0000000;56688.0000000;56669.0000000;56670.0000000;228
SPFB.Si;1;11/12/14;10:33:00;56670.0000000;56678.0000000;56667.0000000;56677.0000000;88
SPFB.Si;1;11/12/14;10:34:00;56672.0000000;56676.0000000;56670.0000000;56676.0000000;249
SPFB.Si;1;11/12/14;10:35:00;56670.0000000;56678.0000000;56670.0000000;56677.0000000;126
SPFB.Si;1;11/12/14;10:36:00;56672.0000000;56672.0000000;56672.0000000;56672.0000000;3
SPFB.Si;1;11/12/14;10:37:00;56670.0000000;56670.0000000;56669.0000000;56669.0000000;22
SPFB.Si;1;11/12/14;10:38:00;56667.0000000;56670.0000000;56667.0000000;56669.0000000;551
SPFB.Si;1;11/12/14;10:39:00;56669.0000000;56670.0000000;56660.0000000;56660.0000000;51
SPFB.Si;1;11/12/14;10:40:00;56665.0000000;56692.0000000;56665.0000000;56685.0000000;833
SPFB.Si;1;11/12/14;10:41:00;56691.0000000;56734.0000000;56688.0000000;56729.0000000;1133
SPFB.Si;1;11/12/14;10:42:00;56727.0000000;56727.0000000;56707.0000000;56718.0000000;101
SPFB.Si;1;11/12/14;10:43:00;56721.0000000;56730.0000000;56706.0000000;56712.0000000;639
SPFB.Si;1;11/12/14;10:44:00;56711.0000000;56713.0000000;56690.0000000;56690.0000000;278
SPFB.Si;1;11/12/14;10:45:00;56698.0000000;56722.0000000;56698.0000000;56720.0000000;968
SPFB.Si;1;11/12/14;10:46:00;56717.0000000;56730.0000000;56716.0000000;56716.0000000;223
SPFB.Si;1;11/12/14;10:47:00;56713.0000000;56729.0000000;56704.0000000;56729.0000000;210
SPFB.Si;1;11/12/14;10:48:00;56723.0000000;56723.0000000;56708.0000000;56718.0000000;660
SPFB.Si;1;11/12/14;10:49:00;56718.0000000;56722.0000000;56710.0000000;56713.0000000;14
SPFB.Si;1;11/12/14;10:50:00;56714.0000000;56722.0000000;56700.0000000;56704.0000000;664
SPFB.Si;1;11/12/14;10:51:00;56704.0000000;56704.0000000;56699.0000000;56701.0000000;214
SPFB.Si;1;11/12/14;10:52:00;56699.0000000;56703.0000000;56693.0000000;56693.0000000;582
SPFB.Si;1;11/12/14;10:53:00;56699.0000000;56699.0000000;56689.0000000;56690.0000000;82
SPFB.Si;1;11/12/14;10:54:00;56695.0000000;56697.0000000;56692.0000000;56697.0000000;526
SPFB.Si;1;11/12/14;10:55:00;56696.0000000;56703.0000000;56696.0000000;56696.0000000;11
SPFB.Si;1;11/12/14;10:56:00;56695.0000000;56704.0000000;56695.0000000;56704.0000000;87
SPFB.Si;1;11/12/14;10:57:00;56697.0000000;56697.0000000;56692.0000000;56697.0000000;51
SPFB.Si;1;11/12/14;10:58:00;56694.0000000;56694.0000000;56670.0000000;56675.0000000;509
SPFB.Si;1;11/12/14;10:59:00;56681.0000000;56700.0000000;56679.0000000;56700.0000000;166
SPFB.Si;1;11/12/14;11:00:00;56692.0000000;56695.0000000;56682.0000000;56693.0000000;136
SPFB.Si;1;11/12/14;11:01:00;56695.0000000;56699.0000000;56688.0000000;56689.0000000;101
SPFB.Si;1;11/12/14;11:02:00;56689.0000000;56700.0000000;56689.0000000;56696.0000000;130
SPFB.Si;1;11/12/14;11:03:00;56698.0000000;56711.0000000;56698.0000000;56706.0000000;313
SPFB.Si;1;11/12/14;11:04:00;56706.0000000;56713.0000000;56706.0000000;56713.0000000;173
SPFB.Si;1;11/12/14;11:05:00;56714.0000000;56732.0000000;56714.0000000;56728.0000000;325
SPFB.Si;1;11/12/14;11:06:00;56736.0000000;56740.0000000;56708.0000000;56734.0000000;471
SPFB.Si;1;11/12/14;11:07:00;56729.0000000;56735.0000000;56716.0000000;56716.0000000;337
SPFB.Si;1;11/12/14;11:08:00;56720.0000000;56727.0000000;56716.0000000;56727.0000000;441
SPFB.Si;1;11/12/14;11:09:00;56724.0000000;56732.0000000;56724.0000000;56731.0000000;316
SPFB.Si;1;11/12/14;11:10:00;56728.0000000;56728.0000000;56717.0000000;56717.0000000;141
SPFB.Si;1;11/12/14;11:11:00;56725.0000000;56729.0000000;56715.0000000;56720.0000000;133
SPFB.Si;1;11/12/14;11:12:00;56720.0000000;56727.0000000;56714.0000000;56714.0000000;31
SPFB.Si;1;11/12/14;11:13:00;56712.0000000;56728.0000000;56711.0000000;56722.0000000;263
SPFB.Si;1;11/12/14;11:14:00;56730.0000000;56736.0000000;56724.0000000;56730.0000000;192
SPFB.Si;1;11/12/14;11:15:00;56731.0000000;56732.0000000;56717.0000000;56717.0000000;91
SPFB.Si;1;11/12/14;11:16:00;56723.0000000;56756.0000000;56723.0000000;56742.0000000;536
SPFB.Si;1;11/12/14;11:17:00;56743.0000000;56788.0000000;56731.0000000;56779.0000000;702
SPFB.Si;1;11/12/14;11:18:00;56779.0000000;56790.0000000;56745.0000000;56781.0000000;306
SPFB.Si;1;11/12/14;11:19:00;56781.0000000;56795.0000000;56772.0000000;56795.0000000;473
SPFB.Si;1;11/12/14;11:20:00;56795.0000000;56812.0000000;56795.0000000;56796.0000000;828
SPFB.Si;1;11/12/14;11:21:00;56804.0000000;56810.0000000;56776.0000000;56797.0000000;446
SPFB.Si;1;11/12/14;11:22:00;56799.0000000;56800.0000000;56786.0000000;56787.0000000;234
SPFB.Si;1;11/12/14;11:23:00;56794.0000000;56794.0000000;56731.0000000;56740.0000000;4384
SPFB.Si;1;11/12/14;11:24:00;56743.0000000;56763.0000000;56743.0000000;56763.0000000;552
SPFB.Si;1;11/12/14;11:25:00;56761.0000000;56768.0000000;56759.0000000;56763.0000000;488
SPFB.Si;1;11/12/14;11:26:00;56763.0000000;56776.0000000;56753.0000000;56765.0000000;144
SPFB.Si;1;11/12/14;11:27:00;56761.0000000;56769.0000000;56750.0000000;56768.0000000;1395
SPFB.Si;1;11/12/14;11:28:00;56767.0000000;56767.0000000;56767.0000000;56767.0000000;1
SPFB.Si;1;11/12/14;11:29:00;56767.0000000;56780.0000000;56763.0000000;56771.0000000;352
SPFB.Si;1;11/12/14;11:30:00;56786.0000000;56800.0000000;56780.0000000;56790.0000000;166
SPFB.Si;1;11/12/14;11:31:00;56790.0000000;56790.0000000;56757.0000000;56770.0000000;1164
SPFB.Si;1;11/12/14;11:32:00;56771.0000000;56771.0000000;56745.0000000;56751.0000000;611
SPFB.Si;1;11/12/14;11:33:00;56750.0000000;56758.0000000;56746.0000000;56750.0000000;421
SPFB.Si;1;11/12/14;11:34:00;56753.0000000;56763.0000000;56753.0000000;56754.0000000;152
SPFB.Si;1;11/12/14;11:35:00;56754.0000000;56772.0000000;56754.0000000;56771.0000000;370
SPFB.Si;1;11/12/14;11:36:00;56768.0000000;56775.0000000;56752.0000000;56752.0000000;395
SPFB.Si;1;11/12/14;11:37:00;56752.0000000;56774.0000000;56752.0000000;56769.0000000;345
SPFB.Si;1;11/12/14;11:38:00;56769.0000000;56775.0000000;56759.0000000;56759.0000000;21
SPFB.Si;1;11/12/14;11:39:00;56762.0000000;56772.0000000;56761.0000000;56772.0000000;578
SPFB.Si;1;11/12/14;11:40:00;56773.0000000;56773.0000000;56770.0000000;56771.0000000;116
SPFB.Si;1;11/12/14;11:41:00;56774.0000000;56800.0000000;56774.0000000;56781.0000000;561
SPFB.Si;1;11/12/14;11:42:00;56781.0000000;56785.0000000;56770.0000000;56770.0000000;362
SPFB.Si;1;11/12/14;11:43:00;56771.0000000;56778.0000000;56771.0000000;56772.0000000;211
SPFB.Si;1;11/12/14;11:44:00;56773.0000000;56787.0000000;56773.0000000;56787.0000000;165
SPFB.Si;1;11/12/14;11:45:00;56791.0000000;56794.0000000;56774.0000000;56775.0000000;1138
SPFB.Si;1;11/12/14;11:46:00;56776.0000000;56786.0000000;56775.0000000;56780.0000000;1974
SPFB.Si;1;11/12/14;11:47:00;56780.0000000;56791.0000000;56780.0000000;56783.0000000;643
SPFB.Si;1;11/12/14;11:48:00;56789.0000000;56796.0000000;56783.0000000;56796.0000000;132
SPFB.Si;1;11/12/14;11:49:00;56798.0000000;56802.0000000;56791.0000000;56802.0000000;517
SPFB.Si;1;11/12/14;11:50:00;56796.0000000;56801.0000000;56795.0000000;56800.0000000;270
SPFB.Si;1;11/12/14;11:51:00;56800.0000000;56800.0000000;56795.0000000;56796.0000000;221
SPFB.Si;1;11/12/14;11:52:00;56795.0000000;56800.0000000;56795.0000000;56800.0000000;691
SPFB.Si;1;11/12/14;11:53:00;56802.0000000;56805.0000000;56801.0000000;56805.0000000;179
SPFB.Si;1;11/12/14;11:54:00;56802.0000000;56806.0000000;56801.0000000;56804.0000000;768
SPFB.Si;1;11/12/14;11:55:00;56804.0000000;56804.0000000;56802.0000000;56803.0000000;47
SPFB.Si;1;11/12/14;11:56:00;56803.0000000;56807.0000000;56803.0000000;56805.0000000;225
SPFB.Si;1;11/12/14;11:57:00;56805.0000000;56829.0000000;56805.0000000;56828.0000000;708
SPFB.Si;1;11/12/14;11:58:00;56820.0000000;56825.0000000;56811.0000000;56820.0000000;294
SPFB.Si;1;11/12/14;11:59:00;56820.0000000;56833.0000000;56819.0000000;56829.0000000;500
SPFB.Si;1;11/12/14;12:00:00;56829.0000000;56841.0000000;56829.0000000;56840.0000000;641
SPFB.Si;1;11/12/14;12:01:00;56842.0000000;56910.0000000;56840.0000000;56880.0000000;1228
SPFB.Si;1;11/12/14;12:02:00;56883.0000000;56898.0000000;56866.0000000;56887.0000000;486
SPFB.Si;1;11/12/14;12:03:00;56886.0000000;56889.0000000;56872.0000000;56880.0000000;348
SPFB.Si;1;11/12/14;12:04:00;56879.0000000;56879.0000000;56861.0000000;56861.0000000;350
SPFB.Si;1;11/12/14;12:05:00;56864.0000000;56873.0000000;56850.0000000;56869.0000000;513
SPFB.Si;1;11/12/14;12:06:00;56864.0000000;56893.0000000;56864.0000000;56893.0000000;736
SPFB.Si;1;11/12/14;12:07:00;56881.0000000;56892.0000000;56881.0000000;56888.0000000;209
SPFB.Si;1;11/12/14;12:08:00;56887.0000000;56899.0000000;56887.0000000;56899.0000000;87
SPFB.Si;1;11/12/14;12:09:00;56900.0000000;56906.0000000;56872.0000000;56872.0000000;849
