<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si;1;31/10/14;10:01:00;42176.0000000;42356.0000000;42110.0000000;42149.0000000;54266
SPFB.Si;1;31/10/14;10:02:00;42146.0000000;42190.0000000;42003.0000000;42008.0000000;35920
SPFB.Si;1;31/10/14;10:03:00;42008.0000000;42110.0000000;41950.0000000;42100.0000000;32229
SPFB.Si;1;31/10/14;10:04:00;42104.0000000;42245.0000000;42088.0000000;42235.0000000;34284
SPFB.Si;1;31/10/14;10:05:00;42238.0000000;42250.0000000;42174.0000000;42194.0000000;26885
SPFB.Si;1;31/10/14;10:06:00;42196.0000000;42208.0000000;42153.0000000;42206.0000000;13415
SPFB.Si;1;31/10/14;10:07:00;42203.0000000;42270.0000000;42202.0000000;42260.0000000;14037
SPFB.Si;1;31/10/14;10:08:00;42260.0000000;42283.0000000;42194.0000000;42227.0000000;20551
SPFB.Si;1;31/10/14;10:09:00;42228.0000000;42254.0000000;42224.0000000;42237.0000000;5198
SPFB.Si;1;31/10/14;10:10:00;42236.0000000;42240.0000000;42203.0000000;42209.0000000;7945
SPFB.Si;1;31/10/14;10:11:00;42209.0000000;42233.0000000;42167.0000000;42183.0000000;19096
SPFB.Si;1;31/10/14;10:12:00;42183.0000000;42190.0000000;42103.0000000;42169.0000000;31178
SPFB.Si;1;31/10/14;10:13:00;42169.0000000;42226.0000000;42151.0000000;42184.0000000;14979
SPFB.Si;1;31/10/14;10:14:00;42182.0000000;42247.0000000;42180.0000000;42215.0000000;20102
SPFB.Si;1;31/10/14;10:15:00;42215.0000000;42234.0000000;42201.0000000;42226.0000000;8720
SPFB.Si;1;31/10/14;10:16:00;42226.0000000;42256.0000000;42222.0000000;42254.0000000;10781
SPFB.Si;1;31/10/14;10:17:00;42252.0000000;42281.0000000;42242.0000000;42278.0000000;11448
SPFB.Si;1;31/10/14;10:18:00;42278.0000000;42320.0000000;42276.0000000;42316.0000000;17425
SPFB.Si;1;31/10/14;10:19:00;42316.0000000;42394.0000000;42311.0000000;42364.0000000;21464
SPFB.Si;1;31/10/14;10:20:00;42363.0000000;42445.0000000;42363.0000000;42425.0000000;25243
SPFB.Si;1;31/10/14;10:21:00;42424.0000000;42448.0000000;42406.0000000;42427.0000000;20497
