<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si;1;30/04/15;10:01:00;51896.0000000;51976.0000000;51785.0000000;51919.0000000;16925
SPFB.Si;1;30/04/15;10:02:00;51921.0000000;52088.0000000;51912.0000000;52045.0000000;21246
SPFB.Si;1;30/04/15;10:03:00;52039.0000000;52150.0000000;52035.0000000;52088.0000000;14895
SPFB.Si;1;30/04/15;10:04:00;52089.0000000;52109.0000000;52014.0000000;52021.0000000;7076
SPFB.Si;1;30/04/15;10:05:00;52026.0000000;52081.0000000;52026.0000000;52061.0000000;5140
SPFB.Si;1;30/04/15;10:06:00;52060.0000000;52104.0000000;52046.0000000;52079.0000000;14102
SPFB.Si;1;30/04/15;10:07:00;52077.0000000;52102.0000000;52055.0000000;52063.0000000;4079
SPFB.Si;1;30/04/15;10:08:00;52062.0000000;52072.0000000;52006.0000000;52038.0000000;7523
SPFB.Si;1;30/04/15;10:09:00;52042.0000000;52053.0000000;51994.0000000;52012.0000000;4465
SPFB.Si;1;30/04/15;10:10:00;52017.0000000;52031.0000000;51976.0000000;52020.0000000;3987
SPFB.Si;1;30/04/15;10:11:00;52016.0000000;52065.0000000;52012.0000000;52030.0000000;5275
SPFB.Si;1;30/04/15;10:12:00;52025.0000000;52029.0000000;52006.0000000;52016.0000000;1581
SPFB.Si;1;30/04/15;10:13:00;52015.0000000;52033.0000000;51999.0000000;52017.0000000;1827
SPFB.Si;1;30/04/15;10:14:00;52022.0000000;52022.0000000;51970.0000000;51985.0000000;2652
SPFB.Si;1;30/04/15;10:15:00;51985.0000000;52042.0000000;51983.0000000;52028.0000000;6401
SPFB.Si;1;30/04/15;10:16:00;52030.0000000;52040.0000000;51968.0000000;51974.0000000;3743
SPFB.Si;1;30/04/15;10:17:00;51979.0000000;51997.0000000;51941.0000000;51947.0000000;5633
SPFB.Si;1;30/04/15;10:18:00;51949.0000000;51963.0000000;51903.0000000;51932.0000000;4294
SPFB.Si;1;30/04/15;10:19:00;51934.0000000;51940.0000000;51869.0000000;51885.0000000;4426
SPFB.Si;1;30/04/15;10:20:00;51883.0000000;51918.0000000;51860.0000000;51863.0000000;7227
SPFB.Si;1;30/04/15;10:21:00;51861.0000000;51866.0000000;51739.0000000;51817.0000000;17299
SPFB.Si;1;30/04/15;10:22:00;51815.0000000;51854.0000000;51763.0000000;51853.0000000;6227
SPFB.Si;1;30/04/15;10:23:00;51850.0000000;51949.0000000;51832.0000000;51943.0000000;7212
SPFB.Si;1;30/04/15;10:24:00;51947.0000000;51961.0000000;51881.0000000;51932.0000000;6978
SPFB.Si;1;30/04/15;10:25:00;51932.0000000;51962.0000000;51914.0000000;51961.0000000;4949
SPFB.Si;1;30/04/15;10:26:00;51960.0000000;51965.0000000;51921.0000000;51960.0000000;2417
SPFB.Si;1;30/04/15;10:27:00;51957.0000000;51978.0000000;51935.0000000;51971.0000000;3277
SPFB.Si;1;30/04/15;10:28:00;51971.0000000;51975.0000000;51909.0000000;51910.0000000;4594
SPFB.Si;1;30/04/15;10:29:00;51916.0000000;51939.0000000;51905.0000000;51928.0000000;1097
SPFB.Si;1;30/04/15;10:30:00;51928.0000000;51975.0000000;51918.0000000;51961.0000000;5053
SPFB.Si;1;30/04/15;10:31:00;51962.0000000;51980.0000000;51950.0000000;51959.0000000;3004
SPFB.Si;1;30/04/15;10:32:00;51960.0000000;51965.0000000;51944.0000000;51955.0000000;1718
SPFB.Si;1;30/04/15;10:33:00;51953.0000000;51956.0000000;51937.0000000;51939.0000000;889
SPFB.Si;1;30/04/15;10:34:00;51944.0000000;51946.0000000;51920.0000000;51942.0000000;870
SPFB.Si;1;30/04/15;10:35:00;51944.0000000;51959.0000000;51937.0000000;51939.0000000;1369
SPFB.Si;1;30/04/15;10:36:00;51937.0000000;51953.0000000;51913.0000000;51953.0000000;1523
SPFB.Si;1;30/04/15;10:37:00;51947.0000000;51966.0000000;51942.0000000;51946.0000000;2037
SPFB.Si;1;30/04/15;10:38:00;51951.0000000;51961.0000000;51933.0000000;51941.0000000;1273
SPFB.Si;1;30/04/15;10:39:00;51939.0000000;51950.0000000;51905.0000000;51907.0000000;2995
SPFB.Si;1;30/04/15;10:40:00;51909.0000000;51925.0000000;51845.0000000;51858.0000000;5649
SPFB.Si;1;30/04/15;10:41:00;51858.0000000;51903.0000000;51850.0000000;51892.0000000;1446
SPFB.Si;1;30/04/15;10:42:00;51892.0000000;51909.0000000;51859.0000000;51890.0000000;3320
SPFB.Si;1;30/04/15;10:43:00;51890.0000000;51907.0000000;51870.0000000;51898.0000000;1803
SPFB.Si;1;30/04/15;10:44:00;51899.0000000;51929.0000000;51898.0000000;51914.0000000;2070
SPFB.Si;1;30/04/15;10:45:00;51913.0000000;51970.0000000;51910.0000000;51958.0000000;3939
SPFB.Si;1;30/04/15;10:46:00;51956.0000000;51972.0000000;51937.0000000;51940.0000000;3462
SPFB.Si;1;30/04/15;10:47:00;51945.0000000;51956.0000000;51926.0000000;51949.0000000;1978
SPFB.Si;1;30/04/15;10:48:00;51945.0000000;51964.0000000;51934.0000000;51952.0000000;1673
SPFB.Si;1;30/04/15;10:49:00;51953.0000000;51965.0000000;51872.0000000;51904.0000000;4854
SPFB.Si;1;30/04/15;10:50:00;51904.0000000;51918.0000000;51898.0000000;51908.0000000;1354
SPFB.Si;1;30/04/15;10:51:00;51908.0000000;51925.0000000;51856.0000000;51882.0000000;3854
SPFB.Si;1;30/04/15;10:52:00;51882.0000000;51896.0000000;51851.0000000;51881.0000000;3530
SPFB.Si;1;30/04/15;10:53:00;51882.0000000;51882.0000000;51856.0000000;51879.0000000;1684
SPFB.Si;1;30/04/15;10:54:00;51880.0000000;51890.0000000;51851.0000000;51864.0000000;2049
SPFB.Si;1;30/04/15;10:55:00;51862.0000000;51863.0000000;51803.0000000;51830.0000000;5207
SPFB.Si;1;30/04/15;10:56:00;51832.0000000;51837.0000000;51782.0000000;51824.0000000;11167
SPFB.Si;1;30/04/15;10:57:00;51826.0000000;51835.0000000;51794.0000000;51830.0000000;4067
SPFB.Si;1;30/04/15;10:58:00;51832.0000000;51833.0000000;51782.0000000;51819.0000000;3617
SPFB.Si;1;30/04/15;10:59:00;51820.0000000;51822.0000000;51781.0000000;51785.0000000;3509
SPFB.Si;1;30/04/15;11:00:00;51787.0000000;51825.0000000;51774.0000000;51809.0000000;5058
SPFB.Si;1;30/04/15;11:01:00;51809.0000000;51842.0000000;51780.0000000;51780.0000000;5343
SPFB.Si;1;30/04/15;11:02:00;51782.0000000;51787.0000000;51732.0000000;51738.0000000;10110
SPFB.Si;1;30/04/15;11:03:00;51738.0000000;51773.0000000;51700.0000000;51705.0000000;4314
SPFB.Si;1;30/04/15;11:04:00;51705.0000000;51732.0000000;51635.0000000;51646.0000000;7425
SPFB.Si;1;30/04/15;11:05:00;51647.0000000;51700.0000000;51644.0000000;51672.0000000;4312
SPFB.Si;1;30/04/15;11:06:00;51670.0000000;51682.0000000;51626.0000000;51682.0000000;6196
SPFB.Si;1;30/04/15;11:07:00;51679.0000000;51738.0000000;51676.0000000;51716.0000000;3280
SPFB.Si;1;30/04/15;11:08:00;51715.0000000;51766.0000000;51713.0000000;51743.0000000;3035
SPFB.Si;1;30/04/15;11:09:00;51744.0000000;51760.0000000;51729.0000000;51752.0000000;2537
SPFB.Si;1;30/04/15;11:10:00;51754.0000000;51767.0000000;51709.0000000;51712.0000000;2136
SPFB.Si;1;30/04/15;11:11:00;51711.0000000;51735.0000000;51691.0000000;51735.0000000;2924
SPFB.Si;1;30/04/15;11:12:00;51731.0000000;51750.0000000;51710.0000000;51728.0000000;3638
SPFB.Si;1;30/04/15;11:13:00;51728.0000000;51758.0000000;51718.0000000;51756.0000000;2802
SPFB.Si;1;30/04/15;11:14:00;51752.0000000;51878.0000000;51750.0000000;51844.0000000;12457
SPFB.Si;1;30/04/15;11:15:00;51845.0000000;51865.0000000;51825.0000000;51852.0000000;2709
SPFB.Si;1;30/04/15;11:16:00;51854.0000000;51878.0000000;51822.0000000;51856.0000000;5195
SPFB.Si;1;30/04/15;11:17:00;51862.0000000;51909.0000000;51810.0000000;51843.0000000;10467
SPFB.Si;1;30/04/15;11:18:00;51845.0000000;51856.0000000;51820.0000000;51841.0000000;1611
SPFB.Si;1;30/04/15;11:19:00;51837.0000000;51846.0000000;51807.0000000;51807.0000000;4103
SPFB.Si;1;30/04/15;11:20:00;51811.0000000;51836.0000000;51804.0000000;51816.0000000;1777
SPFB.Si;1;30/04/15;11:21:00;51816.0000000;51877.0000000;51814.0000000;51865.0000000;4985
SPFB.Si;1;30/04/15;11:22:00;51868.0000000;51877.0000000;51853.0000000;51864.0000000;2106
SPFB.Si;1;30/04/15;11:23:00;51865.0000000;51874.0000000;51855.0000000;51865.0000000;1408
SPFB.Si;1;30/04/15;11:24:00;51869.0000000;51911.0000000;51849.0000000;51883.0000000;4597
SPFB.Si;1;30/04/15;11:25:00;51887.0000000;51905.0000000;51861.0000000;51888.0000000;2065
SPFB.Si;1;30/04/15;11:26:00;51887.0000000;51913.0000000;51886.0000000;51911.0000000;3788
SPFB.Si;1;30/04/15;11:27:00;51910.0000000;51928.0000000;51894.0000000;51897.0000000;7632
SPFB.Si;1;30/04/15;11:28:00;51898.0000000;51902.0000000;51863.0000000;51877.0000000;1619
SPFB.Si;1;30/04/15;11:29:00;51877.0000000;51885.0000000;51833.0000000;51862.0000000;2168
SPFB.Si;1;30/04/15;11:30:00;51863.0000000;51878.0000000;51840.0000000;51840.0000000;2156
SPFB.Si;1;30/04/15;11:31:00;51841.0000000;51898.0000000;51840.0000000;51869.0000000;3941
SPFB.Si;1;30/04/15;11:32:00;51870.0000000;51895.0000000;51864.0000000;51871.0000000;2181
SPFB.Si;1;30/04/15;11:33:00;51871.0000000;51897.0000000;51871.0000000;51890.0000000;809
SPFB.Si;1;30/04/15;11:34:00;51894.0000000;51915.0000000;51882.0000000;51895.0000000;1713
SPFB.Si;1;30/04/15;11:35:00;51897.0000000;51937.0000000;51897.0000000;51929.0000000;2818
SPFB.Si;1;30/04/15;11:36:00;51929.0000000;51971.0000000;51924.0000000;51947.0000000;8776
SPFB.Si;1;30/04/15;11:37:00;51952.0000000;51965.0000000;51940.0000000;51949.0000000;2231
SPFB.Si;1;30/04/15;11:38:00;51945.0000000;51951.0000000;51933.0000000;51936.0000000;1112
SPFB.Si;1;30/04/15;11:39:00;51937.0000000;51977.0000000;51929.0000000;51975.0000000;4911
SPFB.Si;1;30/04/15;11:40:00;51975.0000000;51996.0000000;51955.0000000;51995.0000000;4337
SPFB.Si;1;30/04/15;11:41:00;51995.0000000;52009.0000000;51980.0000000;52002.0000000;7090
SPFB.Si;1;30/04/15;11:42:00;52001.0000000;52058.0000000;51980.0000000;51987.0000000;11302
SPFB.Si;1;30/04/15;11:43:00;51990.0000000;51996.0000000;51970.0000000;51978.0000000;2934
SPFB.Si;1;30/04/15;11:44:00;51976.0000000;51998.0000000;51935.0000000;51967.0000000;3792
SPFB.Si;1;30/04/15;11:45:00;51968.0000000;52035.0000000;51961.0000000;52002.0000000;5701
SPFB.Si;1;30/04/15;11:46:00;52003.0000000;52031.0000000;51996.0000000;52018.0000000;4803
SPFB.Si;1;30/04/15;11:47:00;52019.0000000;52043.0000000;52002.0000000;52016.0000000;4753
SPFB.Si;1;30/04/15;11:48:00;52017.0000000;52026.0000000;52000.0000000;52003.0000000;2237
SPFB.Si;1;30/04/15;11:49:00;52008.0000000;52042.0000000;52007.0000000;52021.0000000;5213
SPFB.Si;1;30/04/15;11:50:00;52017.0000000;52043.0000000;52006.0000000;52009.0000000;1391
SPFB.Si;1;30/04/15;11:51:00;52011.0000000;52020.0000000;51924.0000000;51943.0000000;5425
SPFB.Si;1;30/04/15;11:52:00;51944.0000000;51970.0000000;51944.0000000;51958.0000000;1051
SPFB.Si;1;30/04/15;11:53:00;51955.0000000;52019.0000000;51945.0000000;51954.0000000;4652
SPFB.Si;1;30/04/15;11:54:00;51952.0000000;51983.0000000;51944.0000000;51977.0000000;1415
SPFB.Si;1;30/04/15;11:55:00;51973.0000000;51979.0000000;51964.0000000;51979.0000000;565
SPFB.Si;1;30/04/15;11:56:00;51980.0000000;52008.0000000;51979.0000000;52000.0000000;953
SPFB.Si;1;30/04/15;11:57:00;52003.0000000;52043.0000000;51994.0000000;52025.0000000;3874
SPFB.Si;1;30/04/15;11:58:00;52025.0000000;52076.0000000;52014.0000000;52071.0000000;2996
SPFB.Si;1;30/04/15;11:59:00;52071.0000000;52128.0000000;52054.0000000;52104.0000000;7991
SPFB.Si;1;30/04/15;12:00:00;52107.0000000;52200.0000000;52107.0000000;52187.0000000;31150
SPFB.Si;1;30/04/15;12:01:00;52192.0000000;52222.0000000;52177.0000000;52177.0000000;21529
SPFB.Si;1;30/04/15;12:02:00;52177.0000000;52188.0000000;52137.0000000;52137.0000000;12208
SPFB.Si;1;30/04/15;12:03:00;52136.0000000;52166.0000000;52095.0000000;52132.0000000;5647
SPFB.Si;1;30/04/15;12:04:00;52131.0000000;52194.0000000;52107.0000000;52149.0000000;8849
SPFB.Si;1;30/04/15;12:05:00;52149.0000000;52195.0000000;52143.0000000;52179.0000000;3599
SPFB.Si;1;30/04/15;12:06:00;52179.0000000;52190.0000000;52127.0000000;52159.0000000;4407
SPFB.Si;1;30/04/15;12:07:00;52158.0000000;52168.0000000;52141.0000000;52158.0000000;652
SPFB.Si;1;30/04/15;12:08:00;52160.0000000;52188.0000000;52158.0000000;52183.0000000;1507
SPFB.Si;1;30/04/15;12:09:00;52184.0000000;52200.0000000;52178.0000000;52190.0000000;5372
SPFB.Si;1;30/04/15;12:10:00;52195.0000000;52239.0000000;52187.0000000;52197.0000000;8130
SPFB.Si;1;30/04/15;12:11:00;52197.0000000;52233.0000000;52174.0000000;52209.0000000;8582
SPFB.Si;1;30/04/15;12:12:00;52209.0000000;52242.0000000;52155.0000000;52193.0000000;19765
SPFB.Si;1;30/04/15;12:13:00;52196.0000000;52208.0000000;52153.0000000;52201.0000000;5709
SPFB.Si;1;30/04/15;12:14:00;52204.0000000;52216.0000000;52189.0000000;52192.0000000;2541
SPFB.Si;1;30/04/15;12:15:00;52192.0000000;52210.0000000;52160.0000000;52200.0000000;4050
SPFB.Si;1;30/04/15;12:16:00;52197.0000000;52271.0000000;52196.0000000;52251.0000000;7624
SPFB.Si;1;30/04/15;12:17:00;52250.0000000;52282.0000000;52234.0000000;52275.0000000;5148
SPFB.Si;1;30/04/15;12:18:00;52275.0000000;52281.0000000;52232.0000000;52253.0000000;3802
SPFB.Si;1;30/04/15;12:19:00;52255.0000000;52256.0000000;52235.0000000;52243.0000000;2725
SPFB.Si;1;30/04/15;12:20:00;52244.0000000;52269.0000000;52222.0000000;52222.0000000;3654
SPFB.Si;1;30/04/15;12:21:00;52222.0000000;52259.0000000;52179.0000000;52238.0000000;12063
SPFB.Si;1;30/04/15;12:22:00;52240.0000000;52253.0000000;52167.0000000;52189.0000000;5721
SPFB.Si;1;30/04/15;12:23:00;52189.0000000;52200.0000000;52184.0000000;52195.0000000;747
SPFB.Si;1;30/04/15;12:24:00;52198.0000000;52200.0000000;52166.0000000;52172.0000000;2937
SPFB.Si;1;30/04/15;12:25:00;52168.0000000;52194.0000000;52165.0000000;52190.0000000;1165
SPFB.Si;1;30/04/15;12:26:00;52186.0000000;52231.0000000;52186.0000000;52220.0000000;2460
SPFB.Si;1;30/04/15;12:27:00;52224.0000000;52233.0000000;52197.0000000;52224.0000000;1446
SPFB.Si;1;30/04/15;12:28:00;52221.0000000;52314.0000000;52219.0000000;52279.0000000;8264
SPFB.Si;1;30/04/15;12:29:00;52278.0000000;52288.0000000;52206.0000000;52275.0000000;7823
SPFB.Si;1;30/04/15;12:30:00;52276.0000000;52325.0000000;52274.0000000;52317.0000000;3923
SPFB.Si;1;30/04/15;12:31:00;52316.0000000;52430.0000000;52311.0000000;52422.0000000;19466
SPFB.Si;1;30/04/15;12:32:00;52421.0000000;52471.0000000;52410.0000000;52466.0000000;15635
SPFB.Si;1;30/04/15;12:33:00;52466.0000000;52487.0000000;52425.0000000;52430.0000000;7135
SPFB.Si;1;30/04/15;12:34:00;52432.0000000;52482.0000000;52425.0000000;52444.0000000;5925
SPFB.Si;1;30/04/15;12:35:00;52442.0000000;52459.0000000;52366.0000000;52434.0000000;11367
SPFB.Si;1;30/04/15;12:36:00;52432.0000000;52447.0000000;52382.0000000;52427.0000000;10636
SPFB.Si;1;30/04/15;12:37:00;52427.0000000;52444.0000000;52360.0000000;52361.0000000;4822
SPFB.Si;1;30/04/15;12:38:00;52363.0000000;52404.0000000;52355.0000000;52385.0000000;3419
