<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Eu;1;29/07/16;10:01:00;74950.0000000;75400.0000000;74950.0000000;75337.0000000;759
SPFB.Eu;1;29/07/16;10:02:00;75331.0000000;75400.0000000;75327.0000000;75369.0000000;880
SPFB.Eu;1;29/07/16;10:03:00;75367.0000000;75397.0000000;75355.0000000;75355.0000000;632
SPFB.Eu;1;29/07/16;10:04:00;75357.0000000;75396.0000000;75329.0000000;75362.0000000;1010
SPFB.Eu;1;29/07/16;10:05:00;75355.0000000;75367.0000000;75295.0000000;75318.0000000;635
SPFB.Eu;1;29/07/16;10:06:00;75344.0000000;75370.0000000;75336.0000000;75349.0000000;90
SPFB.Eu;1;29/07/16;10:07:00;75357.0000000;75380.0000000;75347.0000000;75371.0000000;155
SPFB.Eu;1;29/07/16;10:08:00;75377.0000000;75384.0000000;75359.0000000;75359.0000000;85
SPFB.Eu;1;29/07/16;10:09:00;75363.0000000;75376.0000000;75345.0000000;75361.0000000;441
SPFB.Eu;1;29/07/16;10:10:00;75360.0000000;75374.0000000;75318.0000000;75341.0000000;286
SPFB.Eu;1;29/07/16;10:11:00;75346.0000000;75346.0000000;75318.0000000;75332.0000000;146
SPFB.Eu;1;29/07/16;10:12:00;75339.0000000;75435.0000000;75326.0000000;75432.0000000;614
SPFB.Eu;1;29/07/16;10:13:00;75433.0000000;75457.0000000;75417.0000000;75419.0000000;518
SPFB.Eu;1;29/07/16;10:14:00;75418.0000000;75478.0000000;75418.0000000;75463.0000000;104
SPFB.Eu;1;29/07/16;10:15:00;75468.0000000;75471.0000000;75434.0000000;75434.0000000;192
SPFB.Eu;1;29/07/16;10:16:00;75439.0000000;75460.0000000;75414.0000000;75460.0000000;604
SPFB.Eu;1;29/07/16;10:17:00;75480.0000000;75525.0000000;75475.0000000;75501.0000000;517
SPFB.Eu;1;29/07/16;10:18:00;75481.0000000;75492.0000000;75476.0000000;75479.0000000;77
SPFB.Eu;1;29/07/16;10:19:00;75483.0000000;75486.0000000;75463.0000000;75463.0000000;107
SPFB.Eu;1;29/07/16;10:20:00;75452.0000000;75473.0000000;75433.0000000;75433.0000000;353
SPFB.Eu;1;29/07/16;10:21:00;75467.0000000;75470.0000000;75411.0000000;75435.0000000;205
SPFB.Eu;1;29/07/16;10:22:00;75427.0000000;75435.0000000;75388.0000000;75435.0000000;286
SPFB.Eu;1;29/07/16;10:23:00;75441.0000000;75441.0000000;75434.0000000;75439.0000000;28
SPFB.Eu;1;29/07/16;10:24:00;75433.0000000;75433.0000000;75415.0000000;75428.0000000;83
SPFB.Eu;1;29/07/16;10:25:00;75435.0000000;75456.0000000;75421.0000000;75421.0000000;258
SPFB.Eu;1;29/07/16;10:26:00;75423.0000000;75470.0000000;75413.0000000;75465.0000000;186
SPFB.Eu;1;29/07/16;10:27:00;75464.0000000;75492.0000000;75435.0000000;75481.0000000;423
SPFB.Eu;1;29/07/16;10:28:00;75481.0000000;75482.0000000;75454.0000000;75475.0000000;62
SPFB.Eu;1;29/07/16;10:29:00;75442.0000000;75453.0000000;75437.0000000;75437.0000000;110
SPFB.Eu;1;29/07/16;10:30:00;75446.0000000;75457.0000000;75440.0000000;75457.0000000;103
SPFB.Eu;1;29/07/16;10:31:00;75440.0000000;75446.0000000;75406.0000000;75416.0000000;189
SPFB.Eu;1;29/07/16;10:32:00;75436.0000000;75455.0000000;75422.0000000;75455.0000000;104
SPFB.Eu;1;29/07/16;10:33:00;75449.0000000;75449.0000000;75435.0000000;75436.0000000;20
SPFB.Eu;1;29/07/16;10:34:00;75445.0000000;75445.0000000;75435.0000000;75436.0000000;14
SPFB.Eu;1;29/07/16;10:35:00;75454.0000000;75501.0000000;75444.0000000;75487.0000000;172
SPFB.Eu;1;29/07/16;10:36:00;75487.0000000;75492.0000000;75454.0000000;75460.0000000;93
SPFB.Eu;1;29/07/16;10:37:00;75445.0000000;75457.0000000;75445.0000000;75447.0000000;12
SPFB.Eu;1;29/07/16;10:38:00;75446.0000000;75460.0000000;75426.0000000;75426.0000000;43
SPFB.Eu;1;29/07/16;10:39:00;75437.0000000;75437.0000000;75423.0000000;75428.0000000;223
SPFB.Eu;1;29/07/16;10:40:00;75425.0000000;75425.0000000;75407.0000000;75407.0000000;15
SPFB.Eu;1;29/07/16;10:41:00;75402.0000000;75423.0000000;75400.0000000;75423.0000000;90
SPFB.Eu;1;29/07/16;10:42:00;75409.0000000;75417.0000000;75400.0000000;75417.0000000;103
SPFB.Eu;1;29/07/16;10:43:00;75415.0000000;75425.0000000;75386.0000000;75392.0000000;318
SPFB.Eu;1;29/07/16;10:44:00;75399.0000000;75407.0000000;75384.0000000;75384.0000000;72
SPFB.Eu;1;29/07/16;10:45:00;75392.0000000;75406.0000000;75386.0000000;75386.0000000;40
SPFB.Eu;1;29/07/16;10:46:00;75365.0000000;75369.0000000;75360.0000000;75360.0000000;51
SPFB.Eu;1;29/07/16;10:47:00;75360.0000000;75366.0000000;75353.0000000;75366.0000000;67
SPFB.Eu;1;29/07/16;10:48:00;75363.0000000;75364.0000000;75355.0000000;75358.0000000;58
SPFB.Eu;1;29/07/16;10:49:00;75359.0000000;75361.0000000;75335.0000000;75348.0000000;90
SPFB.Eu;1;29/07/16;10:50:00;75351.0000000;75355.0000000;75340.0000000;75353.0000000;140
SPFB.Eu;1;29/07/16;10:51:00;75350.0000000;75358.0000000;75317.0000000;75320.0000000;53
SPFB.Eu;1;29/07/16;10:52:00;75321.0000000;75324.0000000;75320.0000000;75324.0000000;28
SPFB.Eu;1;29/07/16;10:53:00;75328.0000000;75359.0000000;75324.0000000;75359.0000000;96
SPFB.Eu;1;29/07/16;10:54:00;75352.0000000;75353.0000000;75331.0000000;75340.0000000;178
SPFB.Eu;1;29/07/16;10:55:00;75350.0000000;75360.0000000;75337.0000000;75359.0000000;151
SPFB.Eu;1;29/07/16;10:56:00;75365.0000000;75365.0000000;75325.0000000;75350.0000000;190
SPFB.Eu;1;29/07/16;10:57:00;75349.0000000;75354.0000000;75340.0000000;75351.0000000;30
SPFB.Eu;1;29/07/16;10:58:00;75350.0000000;75350.0000000;75342.0000000;75342.0000000;11
SPFB.Eu;1;29/07/16;10:59:00;75337.0000000;75338.0000000;75330.0000000;75336.0000000;22
SPFB.Eu;1;29/07/16;11:00:00;75337.0000000;75337.0000000;75307.0000000;75313.0000000;63
SPFB.Eu;1;29/07/16;11:01:00;75316.0000000;75324.0000000;75300.0000000;75324.0000000;1208
SPFB.Eu;1;29/07/16;11:02:00;75332.0000000;75349.0000000;75295.0000000;75303.0000000;868
