<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Eu;1;03/03/14;10:01:00;49700.0000000;50446.0000000;49700.0000000;50446.0000000;565
SPFB.Eu;1;03/03/14;10:02:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;82
SPFB.Eu;1;03/03/14;10:03:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;3
SPFB.Eu;1;03/03/14;10:04:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;19
SPFB.Eu;1;03/03/14;10:05:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;22
SPFB.Eu;1;03/03/14;10:06:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;3650
SPFB.Eu;1;03/03/14;10:07:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;2066
SPFB.Eu;1;03/03/14;10:08:00;50446.0000000;50446.0000000;50412.0000000;50443.0000000;2095
SPFB.Eu;1;03/03/14;10:09:00;50443.0000000;50446.0000000;50426.0000000;50446.0000000;268
SPFB.Eu;1;03/03/14;10:10:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;167
SPFB.Eu;1;03/03/14;10:11:00;50446.0000000;50446.0000000;50443.0000000;50446.0000000;948
SPFB.Eu;1;03/03/14;10:12:00;50440.0000000;50446.0000000;50440.0000000;50446.0000000;1371
SPFB.Eu;1;03/03/14;10:13:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;45
SPFB.Eu;1;03/03/14;10:14:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;46
SPFB.Eu;1;03/03/14;10:15:00;50446.0000000;50446.0000000;50446.0000000;50446.0000000;3850
SPFB.Eu;1;03/03/14;10:16:00;50446.0000000;50446.0000000;50401.0000000;50415.0000000;1377
SPFB.Eu;1;03/03/14;10:17:00;50400.0000000;50400.0000000;50343.0000000;50345.0000000;804
SPFB.Eu;1;03/03/14;10:18:00;50344.0000000;50390.0000000;50344.0000000;50374.0000000;2205
SPFB.Eu;1;03/03/14;10:19:00;50367.0000000;50367.0000000;50343.0000000;50353.0000000;1695
SPFB.Eu;1;03/03/14;10:20:00;50351.0000000;50367.0000000;50343.0000000;50365.0000000;888
SPFB.Eu;1;03/03/14;10:21:00;50359.0000000;50359.0000000;50335.0000000;50340.0000000;1343
SPFB.Eu;1;03/03/14;10:22:00;50340.0000000;50350.0000000;50335.0000000;50350.0000000;497
SPFB.Eu;1;03/03/14;10:23:00;50345.0000000;50350.0000000;50345.0000000;50347.0000000;180
SPFB.Eu;1;03/03/14;10:24:00;50340.0000000;50352.0000000;50339.0000000;50339.0000000;163
SPFB.Eu;1;03/03/14;10:25:00;50350.0000000;50353.0000000;50346.0000000;50352.0000000;33
SPFB.Eu;1;03/03/14;10:26:00;50352.0000000;50360.0000000;50341.0000000;50350.0000000;1721
SPFB.Eu;1;03/03/14;10:27:00;50359.0000000;50360.0000000;50359.0000000;50360.0000000;41
SPFB.Eu;1;03/03/14;10:28:00;50360.0000000;50368.0000000;50350.0000000;50350.0000000;836
SPFB.Eu;1;03/03/14;10:29:00;50341.0000000;50370.0000000;50238.0000000;50250.0000000;5525
SPFB.Eu;1;03/03/14;10:30:00;50251.0000000;50261.0000000;50227.0000000;50227.0000000;299
SPFB.Eu;1;03/03/14;10:31:00;50230.0000000;50319.0000000;50230.0000000;50314.0000000;15
SPFB.Eu;1;03/03/14;10:32:00;50270.0000000;50319.0000000;50233.0000000;50233.0000000;970
SPFB.Eu;1;03/03/14;10:33:00;50239.0000000;50360.0000000;50238.0000000;50331.0000000;461
