<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Eu;1;25/10/19;10:01:00;71862.0000000;71863.0000000;71781.0000000;71817.0000000;1929
SPFB.Eu;1;25/10/19;10:02:00;71809.0000000;71827.0000000;71802.0000000;71827.0000000;338
SPFB.Eu;1;25/10/19;10:03:00;71827.0000000;71830.0000000;71816.0000000;71825.0000000;113
SPFB.Eu;1;25/10/19;10:04:00;71826.0000000;71851.0000000;71822.0000000;71847.0000000;154
SPFB.Eu;1;25/10/19;10:05:00;71851.0000000;71864.0000000;71845.0000000;71858.0000000;217
SPFB.Eu;1;25/10/19;10:06:00;71854.0000000;71855.0000000;71840.0000000;71849.0000000;49
SPFB.Eu;1;25/10/19;10:07:00;71844.0000000;71844.0000000;71831.0000000;71831.0000000;16
SPFB.Eu;1;25/10/19;10:08:00;71833.0000000;71846.0000000;71829.0000000;71835.0000000;262
SPFB.Eu;1;25/10/19;10:09:00;71837.0000000;71858.0000000;71832.0000000;71858.0000000;249
SPFB.Eu;1;25/10/19;10:10:00;71857.0000000;71857.0000000;71840.0000000;71840.0000000;37
SPFB.Eu;1;25/10/19;10:11:00;71849.0000000;71884.0000000;71847.0000000;71881.0000000;429
SPFB.Eu;1;25/10/19;10:12:00;71883.0000000;71899.0000000;71883.0000000;71888.0000000;528
SPFB.Eu;1;25/10/19;10:13:00;71886.0000000;71896.0000000;71886.0000000;71896.0000000;4
SPFB.Eu;1;25/10/19;10:14:00;71891.0000000;71894.0000000;71883.0000000;71883.0000000;18
SPFB.Eu;1;25/10/19;10:15:00;71879.0000000;71886.0000000;71863.0000000;71864.0000000;249
SPFB.Eu;1;25/10/19;10:16:00;71861.0000000;71861.0000000;71841.0000000;71846.0000000;340
SPFB.Eu;1;25/10/19;10:17:00;71840.0000000;71858.0000000;71835.0000000;71852.0000000;344
SPFB.Eu;1;25/10/19;10:18:00;71851.0000000;71860.0000000;71847.0000000;71854.0000000;61
SPFB.Eu;1;25/10/19;10:19:00;71857.0000000;71860.0000000;71846.0000000;71846.0000000;199
SPFB.Eu;1;25/10/19;10:20:00;71841.0000000;71860.0000000;71840.0000000;71860.0000000;47
SPFB.Eu;1;25/10/19;10:21:00;71854.0000000;71871.0000000;71836.0000000;71846.0000000;699
SPFB.Eu;1;25/10/19;10:22:00;71845.0000000;71845.0000000;71834.0000000;71834.0000000;59
SPFB.Eu;1;25/10/19;10:23:00;71832.0000000;71841.0000000;71830.0000000;71835.0000000;35
SPFB.Eu;1;25/10/19;10:24:00;71839.0000000;71842.0000000;71838.0000000;71842.0000000;11
SPFB.Eu;1;25/10/19;10:25:00;71839.0000000;71842.0000000;71838.0000000;71842.0000000;102
SPFB.Eu;1;25/10/19;10:26:00;71840.0000000;71843.0000000;71835.0000000;71835.0000000;30
SPFB.Eu;1;25/10/19;10:27:00;71834.0000000;71834.0000000;71819.0000000;71819.0000000;140
SPFB.Eu;1;25/10/19;10:28:00;71820.0000000;71828.0000000;71810.0000000;71811.0000000;526
SPFB.Eu;1;25/10/19;10:29:00;71812.0000000;71812.0000000;71806.0000000;71807.0000000;10
SPFB.Eu;1;25/10/19;10:30:00;71803.0000000;71809.0000000;71799.0000000;71800.0000000;329
SPFB.Eu;1;25/10/19;10:31:00;71798.0000000;71811.0000000;71785.0000000;71803.0000000;904
SPFB.Eu;1;25/10/19;10:32:00;71807.0000000;71807.0000000;71793.0000000;71796.0000000;53
SPFB.Eu;1;25/10/19;10:33:00;71806.0000000;71819.0000000;71796.0000000;71819.0000000;248
SPFB.Eu;1;25/10/19;10:34:00;71816.0000000;71816.0000000;71802.0000000;71804.0000000;255
SPFB.Eu;1;25/10/19;10:35:00;71812.0000000;71812.0000000;71801.0000000;71804.0000000;410
SPFB.Eu;1;25/10/19;10:36:00;71809.0000000;71821.0000000;71803.0000000;71821.0000000;152
SPFB.Eu;1;25/10/19;10:37:00;71820.0000000;71830.0000000;71819.0000000;71830.0000000;111
SPFB.Eu;1;25/10/19;10:38:00;71834.0000000;71841.0000000;71833.0000000;71841.0000000;78
SPFB.Eu;1;25/10/19;10:39:00;71842.0000000;71849.0000000;71840.0000000;71845.0000000;73
SPFB.Eu;1;25/10/19;10:41:00;71840.0000000;71849.0000000;71839.0000000;71840.0000000;42
SPFB.Eu;1;25/10/19;10:42:00;71838.0000000;71851.0000000;71838.0000000;71851.0000000;20
SPFB.Eu;1;25/10/19;10:43:00;71848.0000000;71849.0000000;71841.0000000;71844.0000000;83
SPFB.Eu;1;25/10/19;10:44:00;71845.0000000;71846.0000000;71841.0000000;71841.0000000;117
SPFB.Eu;1;25/10/19;10:45:00;71843.0000000;71850.0000000;71843.0000000;71846.0000000;50
SPFB.Eu;1;25/10/19;10:46:00;71846.0000000;71854.0000000;71839.0000000;71852.0000000;129
SPFB.Eu;1;25/10/19;10:47:00;71852.0000000;71858.0000000;71851.0000000;71857.0000000;432
SPFB.Eu;1;25/10/19;10:48:00;71862.0000000;71871.0000000;71859.0000000;71868.0000000;58
SPFB.Eu;1;25/10/19;10:49:00;71865.0000000;71865.0000000;71856.0000000;71861.0000000;16
SPFB.Eu;1;25/10/19;10:50:00;71859.0000000;71861.0000000;71858.0000000;71858.0000000;35
