<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Eu;1;19/03/21;07:01:00;89705.0000000;89705.0000000;89665.0000000;89670.0000000;27
SPFB.Eu;1;19/03/21;07:02:00;89712.0000000;89738.0000000;89702.0000000;89738.0000000;433
SPFB.Eu;1;19/03/21;07:03:00;89736.0000000;89736.0000000;89736.0000000;89736.0000000;5
SPFB.Eu;1;19/03/21;07:04:00;89735.0000000;89735.0000000;89705.0000000;89731.0000000;25
SPFB.Eu;1;19/03/21;07:05:00;89722.0000000;89722.0000000;89707.0000000;89708.0000000;62
SPFB.Eu;1;19/03/21;07:06:00;89709.0000000;89716.0000000;89642.0000000;89644.0000000;498
SPFB.Eu;1;19/03/21;07:07:00;89650.0000000;89650.0000000;89614.0000000;89614.0000000;85
SPFB.Eu;1;19/03/21;07:08:00;89624.0000000;89624.0000000;89624.0000000;89624.0000000;15
SPFB.Eu;1;19/03/21;07:09:00;89639.0000000;89639.0000000;89594.0000000;89594.0000000;224
SPFB.Eu;1;19/03/21;07:10:00;89585.0000000;89585.0000000;89568.0000000;89570.0000000;16
SPFB.Eu;1;19/03/21;07:11:00;89557.0000000;89571.0000000;89548.0000000;89551.0000000;136
SPFB.Eu;1;19/03/21;07:12:00;89574.0000000;89574.0000000;89565.0000000;89565.0000000;16
SPFB.Eu;1;19/03/21;07:13:00;89574.0000000;89575.0000000;89574.0000000;89574.0000000;59
SPFB.Eu;1;19/03/21;07:14:00;89583.0000000;89589.0000000;89583.0000000;89584.0000000;30
SPFB.Eu;1;19/03/21;07:15:00;89580.0000000;89580.0000000;89574.0000000;89574.0000000;13
SPFB.Eu;1;19/03/21;07:16:00;89570.0000000;89570.0000000;89553.0000000;89559.0000000;63
SPFB.Eu;1;19/03/21;07:18:00;89550.0000000;89550.0000000;89550.0000000;89550.0000000;25
SPFB.Eu;1;19/03/21;07:19:00;89552.0000000;89552.0000000;89548.0000000;89551.0000000;37
SPFB.Eu;1;19/03/21;07:20:00;89550.0000000;89563.0000000;89550.0000000;89563.0000000;10
SPFB.Eu;1;19/03/21;07:21:00;89554.0000000;89565.0000000;89554.0000000;89565.0000000;10
SPFB.Eu;1;19/03/21;07:22:00;89564.0000000;89569.0000000;89564.0000000;89569.0000000;11
SPFB.Eu;1;19/03/21;07:23:00;89569.0000000;89569.0000000;89569.0000000;89569.0000000;1
SPFB.Eu;1;19/03/21;07:24:00;89569.0000000;89569.0000000;89556.0000000;89557.0000000;121
SPFB.Eu;1;19/03/21;07:25:00;89557.0000000;89557.0000000;89550.0000000;89550.0000000;72
SPFB.Eu;1;19/03/21;07:26:00;89538.0000000;89557.0000000;89532.0000000;89557.0000000;87
SPFB.Eu;1;19/03/21;07:27:00;89557.0000000;89564.0000000;89557.0000000;89564.0000000;107
SPFB.Eu;1;19/03/21;07:28:00;89561.0000000;89569.0000000;89561.0000000;89569.0000000;4
SPFB.Eu;1;19/03/21;07:29:00;89564.0000000;89568.0000000;89553.0000000;89560.0000000;34
SPFB.Eu;1;19/03/21;07:30:00;89565.0000000;89568.0000000;89565.0000000;89568.0000000;11
SPFB.Eu;1;19/03/21;07:31:00;89557.0000000;89567.0000000;89550.0000000;89567.0000000;51
