<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Eu;1;10/06/16;10:01:00;75003.0000000;75003.0000000;75003.0000000;75003.0000000;5
SPFB.Eu;1;10/06/16;10:06:00;75305.0000000;75354.0000000;75305.0000000;75306.0000000;6
SPFB.Eu;1;10/06/16;10:09:00;75307.0000000;75307.0000000;75306.0000000;75306.0000000;11
SPFB.Eu;1;10/06/16;10:10:00;75277.0000000;75277.0000000;75277.0000000;75277.0000000;2
SPFB.Eu;1;10/06/16;10:23:00;75300.0000000;75300.0000000;75300.0000000;75300.0000000;2
SPFB.Eu;1;10/06/16;10:28:00;75296.0000000;75296.0000000;75296.0000000;75296.0000000;1
SPFB.Eu;1;10/06/16;10:29:00;75250.0000000;75250.0000000;75250.0000000;75250.0000000;2
SPFB.Eu;1;10/06/16;10:33:00;75278.0000000;75278.0000000;75278.0000000;75278.0000000;1
SPFB.Eu;1;10/06/16;10:36:00;75251.0000000;75251.0000000;75250.0000000;75250.0000000;13
SPFB.Eu;1;10/06/16;10:40:00;75222.0000000;75222.0000000;75220.0000000;75220.0000000;4
SPFB.Eu;1;10/06/16;10:48:00;75279.0000000;75279.0000000;75279.0000000;75279.0000000;1
SPFB.Eu;1;10/06/16;10:49:00;75289.0000000;75290.0000000;75289.0000000;75290.0000000;2
SPFB.Eu;1;10/06/16;10:54:00;75300.0000000;75300.0000000;75300.0000000;75300.0000000;8
SPFB.Eu;1;10/06/16;10:58:00;75300.0000000;75300.0000000;75290.0000000;75290.0000000;7
SPFB.Eu;1;10/06/16;11:02:00;75290.0000000;75290.0000000;75275.0000000;75275.0000000;23
SPFB.Eu;1;10/06/16;11:05:00;75250.0000000;75250.0000000;75250.0000000;75250.0000000;2
SPFB.Eu;1;10/06/16;11:11:00;75260.0000000;75260.0000000;75260.0000000;75260.0000000;1
SPFB.Eu;1;10/06/16;11:16:00;75275.0000000;75275.0000000;75275.0000000;75275.0000000;2
SPFB.Eu;1;10/06/16;11:22:00;75300.0000000;75300.0000000;75300.0000000;75300.0000000;10
SPFB.Eu;1;10/06/16;11:24:00;75329.0000000;75329.0000000;75329.0000000;75329.0000000;3
SPFB.Eu;1;10/06/16;11:26:00;75329.0000000;75329.0000000;75322.0000000;75329.0000000;4
SPFB.Eu;1;10/06/16;11:28:00;75280.0000000;75280.0000000;75280.0000000;75280.0000000;95
SPFB.Eu;1;10/06/16;11:29:00;75280.0000000;75280.0000000;75280.0000000;75280.0000000;677
SPFB.Eu;1;10/06/16;11:30:00;75280.0000000;75280.0000000;75280.0000000;75280.0000000;154
SPFB.Eu;1;10/06/16;11:31:00;75280.0000000;75286.0000000;75280.0000000;75286.0000000;25
SPFB.Eu;1;10/06/16;11:37:00;75280.0000000;75280.0000000;75280.0000000;75280.0000000;22
SPFB.Eu;1;10/06/16;11:38:00;75280.0000000;75280.0000000;75280.0000000;75280.0000000;28
SPFB.Eu;1;10/06/16;11:55:00;75319.0000000;75319.0000000;75319.0000000;75319.0000000;8
SPFB.Eu;1;10/06/16;11:57:00;75334.0000000;75347.0000000;75334.0000000;75347.0000000;100
SPFB.Eu;1;10/06/16;11:58:00;75332.0000000;75332.0000000;75320.0000000;75320.0000000;200
SPFB.Eu;1;10/06/16;11:59:00;75334.0000000;75352.0000000;75334.0000000;75341.0000000;200
SPFB.Eu;1;10/06/16;12:00:00;75331.0000000;75360.0000000;75330.0000000;75330.0000000;400
