,year,quarter,month,cpi_to_2010,monthly_inflation,ip_to_2014,ip,credit_spread,vix,neer,mortgage_spread,pure_monetary_shock_ofz2,capured_monetary_shock_ofz2,news_component_ofz2,pure_monetary_shock_ofz4,capured_monetary_shock_ofz4,news_component_ofz4,pure_monetary_shock_ofz6,capured_monetary_shock_ofz6,news_component_ofz6,pure_monetary_shock_ofz10,capured_monetary_shock_ofz10,news_component_ofz10,pure_monetary_shock_ofz15,capured_monetary_shock_ofz15,news_component_ofz15,pure_monetary_shock_one_component,capured_monetary_shock_one_component,news_component_one_component,pure_monetary_shock_uip_based_usd,capured_monetary_shock_uip_based_usd,news_component_uip_based_usd,pure_monetary_shock_uip_based_eur,capured_monetary_shock_uip_based_eur,news_component_uip_based_eur,key_rate
0,2013,4,10,119.15201255084607,0.5999999999999943,,,,15.407826086956522,92.92,,0.0015035496520263,0.0021367521367521,0.0006332024847257,-0.0017849158178405,0.0,0.0017849158178405,-0.000662801380421,0.0,0.000662801380421,-0.0017310208756184,-0.0014337708172493,0.0002972500583691,0.0060612072799091,0.0030010718113612,-0.0030601354685479,-0.159523308684833,-0.4657143450293407,-0.3061910363445077,0.0,0.0,0.0,0.0,0.0,0.0,8.5
1,2013,4,11,119.86692462615115,0.5999999999999943,,,,12.924000000000001,91.93,,0.0002973897833998,-0.0007145044401347,-0.0010118942235345,-0.0021891176378124,-0.0041407867494824,-0.0019516691116699,0.0024977054999356,-0.0010297600659046,-0.0035274655658402,0.0020941776138696,0.002707205331112,0.0006130277172423,-0.0004395800927307,-0.0021296296296296,-0.0016900495368988,-0.2114285400594774,-0.0600620130773401,0.1513665269821372,0.0,0.0,0.0,0.0,0.0,0.0,7.5
2,2013,4,12,120.4662592492819,0.5,,,,14.192380952380953,91.05,,0.0010249570053974,0.0009027986758952,-0.0001221583295022,0.0001363895761097,0.0,-0.0001363895761097,0.0010856828207468,-0.0003984857541342,-0.001484168574881,0.0005660829341279,0.0026143790849673,0.0020482961508393,0.0011366155983586,0.0005367686527106,-0.000599846945648,-0.1701842393835748,-0.447917891925911,-0.2777336525423362,3.1229512752889432e-06,-0.045839717173005,-0.0458428401242803,-0.0114877629950017,0.0024434410097201,0.0139312040047218,6.75
3,2014,1,1,121.1890568047776,0.5999999999999943,,,139.27,14.24095238095238,89.1,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
4,2014,1,2,122.03738020241104,0.7000000000000028,,,110.88250000000001,15.47,85.09,4.45,0.0036049561764648,0.0019019019019019,-0.0017030542745629,0.0067114819445775,0.0,-0.0067114819445775,0.0126470161173294,0.0038858779016259,-0.0087611382157035,0.0054392323261468,0.006627605417347,0.0011883730912001,0.0128493160753557,0.0126470588235294,-0.0002022572518263,-1.4872119099062633,-1.1279183832695947,0.3592935266366686,0.198612814035905,0.1326238929888389,-0.0659889210470661,0.0305055564268643,0.0035639066482904,-0.0269416497785739,6.5
5,2014,1,3,123.25775400443516,1.0,,,62.38333333333333,14.836666666666666,82.93,3.38,-0.0009316144237336,0.0,0.0009316144237336,-0.0032483877856673,0.0,0.0032483877856673,-0.0038265148467189,0.0,0.0038265148467189,-0.0030848250279714,0.0,0.0030848250279714,-0.0063797891901691,-0.0054514818118743,0.0009283073782948,0.5197183429984532,-0.098345711238563,-0.6180640542370163,-0.0119261599136171,-0.0558083329825504,-0.0438821730689333,-0.017358827238549,-0.0024945725462492,0.0148642546922998,5.5
6,2014,2,4,124.36707379047508,0.9000000000000057,,,69.12,14.19809523809524,83.9,3.43,-0.0074010427798971,-0.0048168590065228,0.0025841837733743,-0.006948267063364,0.0025555555555555,0.0095038226189195,-0.0120412004405831,0.0,0.0120412004405831,-0.0085870284927018,-0.0053050397877984,0.0032819887049034,-0.010865364814109,-0.0086282113427047,0.0022371534714043,1.6679359840668362,0.4891712014709744,-1.1787647825958618,0.0516186077687545,0.0249562593521492,-0.0266623484166052,-0.0307558147934366,0.0015302012979698,0.0322860160914065,4.5
7,2014,2,5,125.48637745458936,0.9000000000000057,,,56.9645,12.475238095238096,85.91,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
8,2014,2,6,126.23929571931689,0.5999999999999943,,,94.18714285714286,11.541428571428572,87.53,3.87,-0.0012353557831973,0.0,0.0012353557831973,-0.0040932140509373,0.0,0.0040932140509373,-0.0066663570175443,-0.0019743336623889,0.0046920233551554,-0.007981989837919,-0.0056646870717222,0.0023173027661968,-0.0068245869573623,-0.0042584129621936,0.0025661739951687,0.852138254101666,0.1216186094206735,-0.7305196446809924,0.1202007632296416,0.1189615588432288,-0.0012392043864127,-0.0750227818326487,0.0021734467841137,0.0771962286167624,4.25
9,2014,3,7,126.87049219791346,0.5,,,79.58739130434783,12.296363636363635,86.77,3.46,-0.0027995224361661,0.0,0.0027995224361661,-0.0111377362080408,-0.0022666798068394,0.0088710564012014,-0.0109278482878166,0.0,0.0109278482878166,-0.0020662264212492,0.0,0.0020662264212492,-0.00262579556966,0.0,0.00262579556966,1.0280814977421546,-0.2192241031385518,-1.2473056008807064,0.0023118418729919,0.0042140269037905,0.0019021850307985,-0.0790481438939645,0.0027526546817465,0.0818007985757111,4.25
10,2014,3,8,127.1242331823093,0.20000000000000284,,,69.5352380952381,13.491904761904761,84.07,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
11,2014,3,9,128.01410281458547,0.7000000000000028,,,47.41909090909091,13.466666666666667,81.51,2.56,-0.000940313416633,0.0,0.000940313416633,-0.004719421571767,-0.0009714396735962,0.0037479818981708,-0.0035685020705296,0.0,0.0035685020705296,-0.0010013107378872,0.0010112152969295,0.0020125260348167,-0.002254711221429,0.0005260389268805,0.0027807501483095,0.3255733424691928,-0.2967619717268409,-0.6223353141960337,0.0201391033303038,-0.003011641760201,-0.0231507450905049,-0.0360059270171924,0.0040109525858297,0.0400168796030222,4.25
12,2014,4,10,129.03821563710216,0.7999999999999972,,,53.48086956521739,18.058695652173913,76.51,2.31,-0.0028507525887484,-0.0019024732151797,0.0009482793735687,-0.0032218725938588,0.0,0.0032218725938588,-0.0053702889328211,-0.0011422044545973,0.0042280844782238,-0.0026522594869149,-0.0004681647940074,0.0021840946929075,-0.0047913655250258,-0.0019102196752626,0.0028811458497632,0.5086892009370672,-0.0376734292445545,-0.5463626301816217,-0.0182414591899116,-0.0124777851776538,0.0057636740122577,-0.0899050310460899,-0.0027484928105645,0.0871565382355254,4.25
