,date,pure_monetary_shock,capured_monetary_shock,news_component,key_rate
58,2014-09-12 13:30:00,-0.0031792259349986396,-0.0022362268753811,0.0009429990596175396,8.0
59,2014-07-25 13:30:00,-0.0033632790232184075,-0.0013139276329088,0.0020493513903096076,8.0
60,2014-06-16 13:31:00,-0.002228032021049008,9.986019572598362e-05,0.002327892216774992,7.5
61,2014-04-25 13:30:00,-0.0021668191188642326,-0.0049847405900305,-0.002817921471166267,7.5
62,2014-03-14 13:30:00,-0.0030222715557934048,-0.0045591130452802,-0.001536841489486795,7.0
63,2014-03-03 10:26:00,-0.006013668765906121,-0.0037517744879334,0.0022618942779727216,7.0
64,2014-02-14 13:33:00,0.001966645810302922,-0.0004035105417129,-0.002370156352015822,5.5
65,2013-12-13 13:27:00,-0.002473903580454299,-0.0006021073758153,0.0018717962046389991,5.5
66,2013-11-08 10:27:00,0.0001549552067260934,9.97207818109294e-05,-5.5234424915164015e-05,5.5
67,2013-10-14 11:05:00,-0.00024863416219530744,0.0,0.00024863416219530744,5.5
