????,????????
11/28/2014,81.44
11/27/2014,81.86
11/26/2014,86.47
11/25/2014,91.46
11/24/2014,102.02
11/21/2014,109.59
11/20/2014,101.35
11/19/2014,87.15
11/18/2014,90.34
11/17/2014,82.17
11/14/2014,80.66
11/13/2014,86.67
11/12/2014,94.09
11/11/2014,95.93
11/10/2014,93.62
11/7/2014,84.74
11/6/2014,84.66
11/5/2014,81.93
11/3/2014,85.19
10/31/2014,82.27
10/30/2014,75.69
10/29/2014,70.89
10/28/2014,95.16
10/27/2014,94.18
10/24/2014,93.81
10/23/2014,85.82
10/22/2014,95.78
10/21/2014,100.29
10/20/2014,56.90
10/17/2014,59.92
10/16/2014,31.62
10/15/2014,26.43
10/14/2014,11.76
10/13/2014,20.19
10/10/2014,17.00
10/9/2014,20.50
10/8/2014,22.40
10/7/2014,30.55
10/6/2014,25.98
10/3/2014,21.43
10/2/2014,47.15
10/1/2014,44.34
9/30/2014,44.07
9/29/2014,51.32
9/26/2014,61.37
9/25/2014,55.39
9/24/2014,43.55
9/23/2014,32.83
9/22/2014,22.35
9/19/2014,24.84
9/18/2014,14.31
9/17/2014,7.84
9/16/2014,-9.64
9/15/2014,-3.98
9/12/2014,82.36
9/11/2014,70.76
9/10/2014,68.84
9/9/2014,69.52
9/8/2014,77.50
9/5/2014,80.51
9/4/2014,70.42
9/3/2014,78.09
9/2/2014,55.72
9/1/2014,45.25
8/29/2014,41.36
8/28/2014,69.31
8/27/2014,93.75
8/26/2014,96.21
8/25/2014,100.14
8/22/2014,95.51
8/21/2014,88.87
8/20/2014,86.55
8/19/2014,76.84
8/18/2014,81.19
8/15/2014,87.88
8/14/2014,87.14
8/13/2014,79.64
8/12/2014,80.89
8/11/2014,82.79
8/8/2014,54.62
8/7/2014,36.49
8/6/2014,28.23
8/5/2014,30.90
8/4/2014,28.25
8/1/2014,33.68
7/31/2014,31.05
7/30/2014,39.01
7/29/2014,24.60
7/28/2014,40.26
7/25/2014,41.49
7/24/2014,65.11
7/23/2014,67.53
7/22/2014,61.25
7/21/2014,56.60
7/18/2014,73.39
7/17/2014,73.16
7/16/2014,93.58
7/15/2014,96.78
7/14/2014,98.57
7/11/2014,98.55
7/10/2014,103.41
7/9/2014,108.16
7/8/2014,116.06
7/7/2014,109.62
7/4/2014,107.05
7/3/2014,109.60
7/2/2014,113.39
7/1/2014,102.29
6/30/2014,106.91
6/27/2014,108.20
6/26/2014,109.53
6/25/2014,113.20
6/24/2014,108.91
6/23/2014,100.50
6/20/2014,98.51
6/19/2014,110.27
6/18/2014,110.28
6/17/2014,113.54
6/16/2014,116.51
6/13/2014,76.79
6/12/2014,76.40
6/11/2014,76.08
6/10/2014,81.39
6/9/2014,83.20
6/6/2014,91.73
6/5/2014,80.82
6/4/2014,70.64
6/3/2014,71.27
6/2/2014,73.25
5/30/2014,72.78
5/29/2014,79.78
5/28/2014,79.92
5/27/2014,67.35
5/26/2014,86.68
5/23/2014,75.12
5/22/2014,63.56
5/21/2014,60.70
5/20/2014,66.14
5/19/2014,74.12
5/16/2014,66.35
5/15/2014,65.89
5/14/2014,51.59
5/13/2014,53.49
5/12/2014,40.46
5/8/2014,43.17
5/7/2014,37.97
5/6/2014,23.38
5/5/2014,12.22
5/2/2014,18.62
4/30/2014,31.01
4/29/2014,50.97
4/28/2014,33.38
4/25/2014,31.34
4/24/2014,49.69
4/23/2014,58.73
4/22/2014,63.96
4/21/2014,71.33
4/18/2014,83.71
4/17/2014,76.36
4/16/2014,75.47
4/15/2014,64.16
4/14/2014,76.65
4/11/2014,83.84
4/10/2014,90.64
4/9/2014,95.31
4/8/2014,95.05
4/7/2014,82.68
4/4/2014,82.25
4/3/2014,75.81
4/2/2014,72.42
4/1/2014,75.88
3/31/2014,83.72
3/28/2014,76.74
3/27/2014,76.36
3/26/2014,83.42
3/25/2014,72.26
3/24/2014,56.05
3/21/2014,45.12
3/20/2014,49.43
3/19/2014,69.08
3/18/2014,49.34
3/17/2014,18.52
3/14/2014,31.03
3/13/2014,60.74
3/12/2014,37.04
3/11/2014,67.15
3/10/2014,71.55
3/7/2014,70.92
3/6/2014,61.30
3/5/2014,71.11
3/4/2014,86.64
3/3/2014,72.53
2/28/2014,104.70
2/27/2014,102.99
2/26/2014,104.27
2/25/2014,106.69
2/24/2014,107.12
2/21/2014,108.36
2/20/2014,103.14
2/19/2014,97.00
2/18/2014,110.34
2/17/2014,114.85
2/14/2014,108.71
2/13/2014,113.77
2/12/2014,120.69
2/11/2014,118.62
2/10/2014,121.17
2/7/2014,119.06
2/6/2014,119.24
2/5/2014,119.18
2/4/2014,114.21
2/3/2014,103.54
1/31/2014,101.34
1/30/2014,104.35
1/29/2014,115.59
1/28/2014,127.66
1/27/2014,123.00
1/24/2014,129.90
1/23/2014,136.69
1/22/2014,138.11
1/21/2014,137.44
1/20/2014,140.99
1/17/2014,140.43
1/16/2014,146.32
1/15/2014,150.93
1/14/2014,166.40
1/13/2014,168.32
1/10/2014,167.27
1/9/2014,150.93
1/8/2014,147.77
1/7/2014,146.00
1/6/2014,145.96
